addr,category,name,symbol,exchanges,totalSupply,decimals,info
0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,[A9],EthLend Token,LEND,@ABCC@Bibox@Binance@BiteBTC@CoinBene@ExtStock@ForkDelta@Gate.io@HitBTC@Idex@KuCoin@OKEx@Radar Relay@bleutrade,1299999941,18,_
0x81b4D08645DA11374a03749AB170836E4e539767,[B2][B3],Paymon Token,PMNT,@HitBTC@Idex,1000000000,9,_
0x82b0E50478eeaFde392D45D1259Ed1071B6fDa81,[B1][B2],DNA Token,DNA,@Cryptopia@ForkDelta@Idex@KuCoin@OKEx,100000000,18,_
0x8542325B72C6D9fC0aD2Ca965A78435413a915A0,[B1],Oyster Shell,SHL,@Idex@KuCoin,98592692,18,_
0x86949Dc8043A5fD7619A1289d65964aD5ec3D25c,[B1],Gamechain System,GCS,@BigONE@OTCBTC,2100000000,8,_
0x8727c112C712c4a03371AC87a74dD6aB104Af768,[B1][B2][B3],Jetcoin,JET,@COSS@Coinexchange@ForkDelta@Idex@Mercatox,80000000,18,_
0x88d50B466BE55222019D71F9E8fAe17f5f45FCA1,[A2][B1],Cryptaur,CPT,@HitBTC@LATOKEN,27662180148,8,_
0x8A99ED8a1b204903Ee46e733f2c1286F6d20b177,[A6][B1],Fujinto,NTO,@Coinexchange@HitBTC,400000000,18,_
0x8eFFd494eB698cc399AF6231fCcd39E08fd20B15,[B4],PIX Token,PIX,@Bancor Network@BigONE@Bit-Z@COSS@Coinexchange@ForkDelta@Gatecoin@HitBTC@Idex@Tidex,327154880,0,_
0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,[B5][B6],Veritaseum,VERI,@EtherDelta (ForkDelta)@HitBTC@LATOKEN@Mercatox,100000000,18,_
0x93E682107d1E9defB0b5ee701C71707a4B2E46Bc,[B1],MCAP,MCAP,@C-CEX@ForkDelta@HitBTC@Idex@Mercatox,100000000,8,_
0x9653cFd0865ad8313BEA2f0C2EC0584BFd05115B,[A10][A2],FuturXE,FXE,@CoinExchange,84000000,8,_
0x9720b467a710382A232a32F540bDCed7d662a10B,[B1],Vezt,VZT,@COSS@ForkDelta@Idex@Qryptos,125000000,18,_
0x9E77D5a1251b6F7D456722A6eaC6D2d5980bd891,[B1],BRAT RED,BRAT,@CoinExchange@YoBit,1000000000,8,_
0x9af2c6B1A28D3d6BC084bd267F70e90d49741D5B,[A16],aXpire Token,AXP,@ForkDelta@HitBTC@Idex@KuCoin,350000000,8,_
0xAc3Da587eac229C9896D919aBC235CA4Fd7f72c1,[A2][A6][B1],Target Coin,TGT,@CoinExchange@HitBTC,2000100000,1,_
0xAef38fBFBF932D1AeF3B808Bc8fBd8Cd8E1f8BC5,[A2],CreditBIT,CRB,@Bittrex,16690934,8,_
0xB45a50545bEEAB73F38F31E5973768C421805E5E,[B1][B2][B3],TKRToken,TKR,@EtherDelta (ForkDelta)@HitBTC@IDEX,12529746,18,_
0xB8c77482e45F1F44dE1745F52C74426C631bDD52,[B1],BNB,BNB,@Abucoins@Bancor Network@Binance@Braziliex@Cryptobulls@Exrates@ForkDelta@Gate.io@Idex,194972068,18,_
0xB97048628DB6B661D4C2aA833e95Dbe1A905B280,[B2],TenX Pay Token,PAY,@BigONE@Bit-Z@Bithumb@Bittrex@BuyUcoin@COSS@Cobinhood@Coinrail@Cryptopia@Cybex DEX@ForkDelta@Gate.io@HitBTC@Huobi@Idex@KuCoin@LATOKEN@Liqui@Livecoin@Neraex@OKEx@Upbit,205218255,18,_
0xBA5F11b16B155792Cf3B2E6880E8706859A8AEB6,[B1],Aeron,ARN,@Binance@Bit-Z@Bitpaction@Coinrail@ForkDelta@Gate.io@HitBTC@Idex@KUNA@KuCoin@Mercatox@Octaex@Radar Relay@Tidex,20000000,8,_
0xC27C95350eCD634C80dF89db0f10cd5c24B7B11f,[B1],PixieCoin,PXC,@Bit-Z,10000000000,2,_
0xC5d105E63711398aF9bbff092d4B6769C82F793D,[A1],BeautyChain,BEC,,7000000000,18,_
0xCc13Fc627EFfd6E35D2D2706Ea3C4D7396c610ea,[C1],idex-membership,IDXM,@ForkDelta@Idex,2000,8,_
0xCc34366E3842cA1BD36c1f324d15257960fCC801,[B1][B2][B3],Bonpay Token,BON,@C-CEX@Coinexchange@Cryptopia@ForkDelta@Mercatox@Novaexchange,21745688,18,_
0xCdCFc0f66c522Fd086A1b725ea3c0Eeb9F9e8814,[C1],Aurora DAO,AURA,@ForkDelta@Idex,1000000000,18,_
0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,[A10][C2],Soarcoin,Soar,@Livecoin,5000000000,6,_
0xE5F166c0D8872B68790061317BB6CcA04582C912,[A16],TE-FOOD,TFD,@DDEX@Gate.io@Idex@KuCoin,567917832,18,_
0xEF68e7C694F40c8202821eDF525dE3782458639f,[B1][B2][B3][B4][B5][B6],loopring,LRC,@Binance@Bithumb@Bitpaction@Bittrex@Coinexchange@Cryptobulls@Ethfinex@ForkDelta@Gate.io@HKSY@HitBTC@Idex@OKEx@Upbit@YoBit,1395076054,18,_
0xEa1f346faF023F974Eb5adaf088BbCdf02d761F4,[B1][B2][B3],Blocktix Token,TIX,@Bittrex@Cryptopia@ForkDelta@HitBTC@Radar Relay@Upbit,62500000,18,_
0xF433089366899D83a9f26A773D59ec7eCF30355e,[B1][B2][B3],Metal,MTL,@Abucoins@Binance@Cryptopia@ForkDelta@Huobi@Idex@Livecoin@OKEx@Radar Relay@Tidex@Upbit@ZB,66588888,8,_
0xFFE02ee4C69eDf1b340fCaD64fbd6b37a7b9e265,[A16],NANJCOIN,NANJ,@Coinexchange@HitBTC@Mercatox@Stocks.Exchange,30000000000,8,_
0xa0872eE815B8dd0F6937386Fd77134720d953581,[A17],EduCoinToken,EDU,,15000000000,18,_
0xaE616e72D3d89e847f74E8ace41Ca68bbF56af79,[B1],Good Karma,∞,@Coinexchange@ForkDelta@Idex,888000000,6,_
0xaeC2E87E0A235266D9C5ADc9DEb4b2E29b54D009,[A2],SingularDTV,SNGLS,@BigONE@Binance@Braziliex@Ethfinex@ForkDelta@HitBTC@Idex@Liqui@Livecoin@OKEx@Upbit,1000000000,0,_
0xb3203DB25a01fa7950a860B42b899Ad7Da52DDD6,[B1],PlexCoin,PLX,@Coinexchange@Cryptopia,1000000000,8,_
0xb5A5F22694352C15B00323844aD545ABb2B11028,[A11][B4][B5][B6],icon,ICX,@Binance@Bithumb@COSS@CREX24@Cryptobulls@Cybex DEX@ForkDelta@Gate.io@HitBTC@Huobi@Idex@Koinok@LATOKEN@OKEx@OOOBTC@Radar Relay@Upbit@ZB,400228739,18,_
0xc72fe8e3Dd5BeF0F9f31f259399F301272eF2a2D,[A2],Insights Network,INSTAR,@Bancor Network@Bibox@Gate.io@Idex@KKCoin,214155386,18,_
0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,[B2],OMGToken,OMG,@ABCC@Abucoins@BX Thailand@Bancor Network@BigONE@Binance@Bit-Z@Bithumb@Bitpaction@Bittrex@Braziliex@BuyUcoin@COSS@CREX24@Cfinex@Cobinhood@CoinBene@CoinEx@CoinNest@Coinexchange@Coinone@Coinrail@Coinsuper@Cryptobulls@Cryptopia@Cybex DEX@DDEX@EXX@Ethfinex@Exrates@ForkDelta@Gate.io@GoPax@HitBTC@Huobi@IDCM@Idex@Koinex@Koinok@KuCoin@Kyber Network@Liqui@LiteBit@Livecoin@Mercatox@Neraex@OKEx@OpenLedger DEX@Poloniex@Qryptos@Radar Relay@Simex@Stocks.Exchange@Tidex@TopBTC@Upbit@ZB@Zebpay,140245398,18,_
0xd7631787B4dCc87b1254cfd1e5cE48e96823dEe8,[A2],SOCIAL,SCL,@Bancor Network@Coinexchange@Cryptopia@ForkDelta@HitBTC@Idex@Mercatox@YoBit,16714019,8,_
0xe120c1ECBfdFeA7F0A8f0Ee30063491E8c26fedf,[B1],Suretly,SUR,@HitBTC@Tidex@Waves Platform,237614,8,_
0xe3818504c1B32bF1557b16C238B2E01Fd3149C17,[B1][B2][B3],PILLAR,PLR,@Bancor Network@Cryptopia@ForkDelta@HitBTC@Idex,800000000,18,_
0xf05a9382A4C3F29E2784502754293D88b835109C,[B1][B2][B3],REX - Real Estate tokens,REX,@CoinExchange@IDEX,24042947,18,_
